regime,j,t_incr,t_raw,n_months
slow,33,-0.10586003398936311,-0.35843361193672546,168
slow,34,-1.744252593857033,-1.5006634463075912,168
slow,35,1.2839036298116941,1.0719537442647988,168
slow,36,-0.4603054832015715,-0.5772856495414738,168
slow,37,-0.5189376286807638,-0.534452305296449,168
slow,38,-0.6790197028918494,-0.1068615260374531,168
slow,39,0.1612070072507642,0.24403889568512177,168
slow,40,0.33743832922902955,0.46230366179845955,168
slow,41,-0.9875044359920788,-1.269342827661861,168
slow,42,-0.9299150200531996,-1.1046514502271596,168
slow,43,0.06560473173381912,0.16906854370639327,168
slow,44,0.1999944903001314,0.3566859909568704,168
slow,45,-0.45243024020162265,-0.4138912684704374,168
slow,46,0.24579530742636138,-0.03763991693513522,168
slow,47,1.8820726109498813,1.598634910105484,168
slow,48,0.9169072997086012,1.3894459747068306,168
slow,49,0.06436219724623472,0.7883513150876894,168
slow,50,-0.43762631884297226,-0.2177491122197325,168
slow,51,0.4132722236065718,0.39268735180074604,168
slow,52,0.8216644568152707,0.8872829962825365,168
slow,53,-0.25609351815965353,-0.40449969139686887,168
slow,54,0.8693243974820405,0.5684953141211382,168
slow,55,0.20257449912213735,-0.011184619700058825,168
slow,56,-0.5912711490122342,-0.7712097617548535,168
slow,57,0.9938202094548914,1.369531609977578,168
slow,58,0.3722528475311032,0.4072946326762626,168
slow,59,-0.964093142891205,-1.1850532558244313,168
slow,60,-0.8690251510947459,-0.9665153681021769,168
slow,61,0.11310665383263589,0.29284323323475775,168
slow,62,1.0478372441487924,0.8797505151778979,168
slow,63,-0.6223964807417282,-0.8191594700183734,168
slow,64,1.9853882325544414,1.7885402739776455,168
slow,65,0.8117855538575636,1.2812133225453164,168
slow,66,0.6917115230890915,1.0513327788337783,168
slow,67,1.2093925667890666,1.1838034616317246,168
slow,68,-1.7161591010932458,-1.612338144965787,168
slow,69,-1.258470881976959,-0.9182888006784965,168
slow,70,1.58203715158517,1.960284815304439,168
slow,71,0.8889478984114051,0.3512210622739125,168
slow,72,-0.7968566443101374,-0.49172361896362515,168
slow,73,-0.4822739199740891,-0.6836028624482883,168
slow,74,-0.230562427273857,-0.024252759097893067,168
slow,75,-1.925497514224213,-1.6951485795934533,168
slow,76,-0.1943347293151079,-0.15772320649457824,168
slow,77,0.6428901089790859,0.6898751499358197,168
slow,78,-2.60757800425646,-2.1422751947910763,168
slow,79,1.089474074307496,0.9932891556020828,168
slow,80,0.781707348866482,0.9167123623011306,168
slow,81,-0.5410447107023862,-0.5239445488960721,168
slow,82,1.3372761864815619,1.428447894087387,168
slow,83,-0.6204539895710258,-0.5395129351425593,168
slow,84,0.6873988664832225,0.9681172303299926,168
slow,85,-0.4704656279564299,-0.17773396930862648,168
slow,86,-0.4877140728711412,-0.34543757179199536,168
slow,87,0.06283757049992768,0.01322274296162245,168
slow,88,0.9092603781287499,0.5216247920282984,168
slow,89,1.1854135077108094,1.6409730209093072,168
slow,90,-0.4256508493487596,-0.5881114187766021,168
slow,91,-0.09846716556966262,-0.5993516917906354,168
slow,92,-0.0938338521742113,-0.6780387815642619,168
slow,93,2.475672862898386,2.601027979366209,168
slow,94,-0.25808821702778006,-0.2650047796368998,168
slow,95,3.0084638103763384,2.7477816787785523,168
slow,96,0.9323363381348325,0.42116630472525507,168
slow,97,1.8344669513369027,1.8366466362966918,168
slow,98,-0.6733225670027472,-0.9176657312111098,168
slow,99,1.6205330804422398,1.4943676686147875,168
